Id,label
0,1
1,1
2,1
3,1
4,0
5,7
6,2
7,1
8,1
9,1
10,1
11,7
12,1
13,2
14,3
15,1
16,2
17,7
18,1
19,1
20,1
21,1
22,0
23,1
24,1
25,0
26,1
27,1
28,1
29,1
30,7
31,1
32,0
33,7
34,3
35,3
36,1
37,1
38,0
39,3
40,1
41,7
42,2
43,0
44,0
45,1
46,2
47,1
48,1
49,3
50,0
51,1
52,1
53,1
54,2
55,1
56,1
57,1
58,1
59,3
60,3
61,0
62,1
63,1
64,0
65,1
66,1
67,2
68,1
69,3
70,0
71,1
72,1
73,1
74,1
75,1
76,0
77,3
78,1
79,0
80,1
81,3
82,1
83,3
84,1
85,2
86,0
87,2
88,1
89,1
90,1
91,1
92,2
93,7
94,7
95,1
96,2
97,7
98,1
99,1
100,3
101,1
102,0
103,1
104,0
105,1
106,3
107,3
108,0
109,0
110,1
111,3
112,1
113,1
114,0
115,1
116,3
117,3
118,2
119,1
120,2
121,3
122,0
123,2
124,3
125,0
126,0
127,2
128,1
129,0
130,3
131,3
132,1
133,0
134,0
135,1
136,7
137,1
138,1
139,7
140,2
141,0
142,1
143,1
144,1
145,0
146,0
147,0
148,2
149,1
150,0
151,3
152,1
153,1
154,1
155,1
156,1
157,2
158,1
159,1
160,0
161,0
162,1
163,2
164,1
165,2
166,1
167,1
168,1
169,1
170,3
171,1
172,2
173,0
174,1
175,1
176,1
177,2
178,0
179,1
180,1
181,3
182,0
183,1
184,1
185,1
186,1
187,3
188,7
189,2
190,1
191,0
192,0
193,1
194,2
195,0
196,1
197,0
198,1
199,1
200,7
201,2
202,2
203,1
204,7
205,3
206,1
207,2
208,1
209,1
210,3
211,7
212,3
213,1
214,2
215,2
216,1
217,0
218,0
219,0
220,1
221,0
222,3
223,3
224,1
225,1
226,0
227,0
228,1
229,1
230,2
231,1
232,7
233,0
234,2
235,0
236,3
237,1
238,1
239,0
240,1
241,3
242,3
243,0
244,1
245,3
246,0
247,3
248,1
249,2
250,7
251,1
252,1
253,0
254,1
255,1
256,1
257,3
258,1
259,7
260,1
261,2
262,3
263,2
264,1
265,0
266,1
267,1
268,0
269,7
270,2
271,2
272,0
273,3
274,3
275,3
276,0
277,1
278,1
279,7
280,1
281,0
282,3
283,2
284,3
285,0
286,1
287,0
288,0
289,7
290,1
291,2
292,1
293,1
294,1
295,0
296,0
297,7
298,1
299,1
300,0
301,1
302,1
303,0
304,1
305,1
306,0
307,0
308,1
309,0
310,1
311,2
312,0
313,0
314,1
315,1
316,1
317,1
318,1
319,7
320,5
321,1
322,5
323,1
324,1
325,1
326,0
327,1
328,2
329,0
330,0
331,1
332,1
333,7
334,1
335,0
336,1
337,1
338,1
339,1
340,7
341,1
342,1
343,2
344,1
345,1
346,0
347,2
348,1
349,0
350,1
351,1
352,0
353,3
354,2
355,1
356,3
357,1
358,0
359,3
360,1
361,0
362,1
363,3
364,0
365,1
366,1
367,7
368,0
369,0
370,1
371,1
372,3
373,1
374,4
375,1
376,1
377,1
378,1
379,3
380,0
381,0
382,7
383,1
384,0
385,1
386,1
387,7
388,3
389,0
390,1
391,5
392,1
393,2
394,2
395,1
396,1
397,1
398,0
399,2
400,3
401,1
402,0
403,2
404,1
405,1
406,1
407,3
408,0
409,1
410,0
411,2
412,1
413,1
414,2
415,1
416,3
417,7
418,1
419,0
420,1
421,1
422,1
423,4
424,3
425,1
426,0
427,0
428,1
429,3
430,7
431,1
432,0
433,3
434,0
435,1
436,2
437,3
438,1
439,1
440,1
441,0
442,1
443,3
444,0
445,0
446,1
447,1
448,3
449,1
450,1
451,0
452,0
453,3
454,1
455,0
456,1
457,1
458,0
459,0
460,2
461,3
462,7
463,3
464,1
465,1
466,1
467,0
468,1
469,2
470,1
471,0
472,1
473,1
474,3
475,1
476,1
477,7
478,2
479,1
480,7
481,1
482,1
483,1
484,2
485,3
486,3
487,1
488,0
489,0
490,3
491,7
492,2
493,1
494,0
495,0
496,0
497,0
498,1
499,1
500,0
501,1
502,1
503,3
504,1
505,1
506,1
507,3
508,0
509,1
510,1
511,0
512,1
513,0
514,1
515,0
516,1
517,1
518,2
519,1
520,1
521,0
522,0
523,1
524,1
525,3
526,1
527,0
528,2
529,0
530,0
531,1
532,2
533,1
534,1
535,1
536,1
537,0
538,7
539,0
540,1
541,7
542,1
543,1
544,2
545,1
546,3
547,1
548,1
549,2
550,1
551,7
552,2
553,0
554,0
555,0
556,0
557,0
558,0
559,1
560,1
561,1
562,3
563,0
564,1
565,7
566,3
567,2
568,1
569,0
570,1
571,1
572,7
573,0
574,1
575,7
576,1
577,1
578,1
579,3
580,1
581,2
582,1
583,2
584,1
585,3
586,1
587,3
588,1
589,1
590,0
591,1
592,2
593,0
594,1
595,3
596,1
597,1
598,3
599,7
600,1
601,1
602,1
603,1
604,1
605,0
606,1
607,0
608,0
609,1
610,0
611,3
612,1
613,7
614,1
615,1
616,0
617,3
618,7
619,0
620,1
621,0
622,1
623,3
624,1
625,0
626,2
627,2
628,3
629,1
630,1
631,1
632,1
633,2
634,1
635,1
636,1
637,2
638,2
639,1
640,1
641,1
642,1
643,0
644,1
645,1
646,1
647,1
648,1
649,1
650,3
651,0
652,1
653,3
654,1
655,1
656,1
657,1
658,1
659,0
660,0
661,1
662,2
663,1
664,1
665,2
666,0
667,0
668,3
669,2
670,3
671,2
672,0
673,1
674,1
675,1
676,2
677,1
678,1
679,0
680,1
681,1
682,0
683,0
684,1
685,1
686,3
687,1
688,0
689,1
690,3
691,3
692,1
693,0
694,1
695,0
696,2
697,0
698,3
699,1
700,1
701,1
702,1
703,1
704,3
705,7
706,1
707,0
708,0
709,1
710,5
711,1
712,1
713,3
714,3
715,1
716,0
717,0
718,0
719,1
720,3
721,3
722,2
723,1
724,1
725,1
726,0
727,1
728,0
729,3
730,0
731,1
732,1
733,2
734,2
735,1
736,3
737,2
738,0
739,1
740,0
741,1
742,0
743,0
744,3
745,7
746,0
747,0
748,1
749,1
750,7
751,1
752,1
753,1
754,1
755,7
756,2
757,1
758,1
759,1
760,1
761,1
762,1
763,0
764,0
765,0
766,0
767,0
768,1
769,1
770,7
771,1
772,1
773,3
774,1
775,1
776,7
777,0
778,2
779,1
780,1
781,2
782,0
783,3
784,1
785,1
786,1
787,1
788,1
789,0
790,1
791,0
792,1
793,2
794,2
795,2
796,1
797,0
798,1
799,2
800,2
801,3
802,3
803,0
804,4
805,1
806,1
807,3
808,1
809,3
810,0
811,1
812,0
