Id,label
0,1
1,2
2,1
3,2
4,1
5,2
6,2
7,2
8,0
9,1
10,2
11,1
12,1
13,1
14,1
15,0
16,2
17,1
18,0
19,1
20,2
21,2
22,0
23,3
24,1
25,0
26,2
27,3
28,1
29,1
30,2
31,2
32,1
33,1
34,3
35,1
36,1
37,0
38,2
39,3
40,1
41,1
42,2
43,2
44,0
45,1
46,0
47,1
48,1
49,1
50,1
51,2
52,1
53,1
54,2
55,1
56,2
57,1
58,1
59,1
60,1
61,1
62,1
63,2
64,2
65,0
66,1
67,2
68,0
69,1
70,2
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,0
81,1
82,1
83,1
84,1
85,2
86,1
87,2
88,2
89,1
90,0
91,1
92,2
93,1
94,1
95,1
96,2
97,1
98,1
99,1
100,1
101,0
102,0
103,0
104,2
105,1
106,1
107,3
108,2
109,2
110,0
111,1
112,2
113,1
114,1
115,2
116,1
117,2
118,0
119,1
120,2
121,1
122,2
123,2
124,1
125,1
126,1
127,2
128,2
129,0
130,3
131,1
132,1
133,1
134,1
135,2
136,1
137,1
138,2
139,1
140,2
141,2
142,0
143,1
144,0
145,2
146,0
147,2
148,2
149,2
150,0
151,1
152,0
153,1
154,0
155,0
156,2
157,2
158,0
159,2
160,2
161,0
162,1
163,2
164,1
165,0
166,2
167,1
168,1
169,0
170,1
171,2
172,2
173,2
174,2
175,2
176,1
177,2
178,0
179,2
180,2
181,1
182,0
183,2
184,2
185,1
186,0
187,1
188,1
189,2
190,1
191,2
192,1
193,1
194,0
195,2
196,0
197,2
198,1
199,0
200,1
201,2
202,2
203,2
204,1
205,1
206,2
207,2
208,1
209,1
210,1
211,2
212,1
213,2
214,1
215,2
216,1
217,1
218,1
219,2
220,1
221,0
222,1
223,3
224,2
225,1
226,0
227,2
228,2
229,1
230,2
231,1
232,1
233,0
234,0
235,2
236,3
237,1
238,1
239,2
240,1
241,1
242,1
243,2
244,1
245,1
246,2
247,1
248,2
249,2
250,1
251,1
252,2
253,0
254,2
255,1
256,2
257,1
258,1
259,1
260,2
261,2
262,3
263,2
264,1
265,1
266,1
267,2
268,0
269,1
270,2
271,2
272,2
273,1
274,1
275,1
276,0
277,1
278,1
279,1
280,1
281,2
282,1
283,2
284,1
285,2
286,2
287,0
288,1
289,0
290,3
291,2
292,2
293,1
294,2
295,0
296,0
297,2
298,2
299,2
300,0
301,1
302,1
303,0
304,1
305,2
306,2
307,2
308,1
309,1
310,3
311,2
312,1
313,0
314,1
315,1
316,0
317,1
318,2
319,2
320,1
321,2
322,1
323,1
324,1
325,2
326,2
327,2
328,2
329,0
330,0
331,2
332,2
333,2
334,3
335,0
336,1
337,2
338,1
339,1
340,1
341,0
342,1
343,1
344,2
345,2
346,3
347,0
348,1
349,0
350,1
351,2
352,2
353,1
354,2
355,1
356,1
357,1
358,2
359,2
360,1
361,2
362,0
363,1
364,0
365,2
366,1
367,2
368,2
369,1
370,2
371,1
372,1
373,2
374,0
375,1
376,0
377,1
378,2
379,3
380,2
381,2
382,2
383,0
384,1
385,2
386,1
387,1
388,0
389,0
390,1
391,1
392,1
393,2
394,2
395,1
396,2
397,1
398,0
399,2
400,1
401,1
402,2
403,2
404,2
405,1
406,3
407,2
408,0
409,1
410,2
411,2
412,2
413,0
414,2
415,0
416,3
417,2
418,1
419,2
420,1
421,3
422,1
423,2
424,1
425,1
426,0
427,2
428,3
429,1
430,1
431,1
432,0
433,1
434,0
435,1
436,2
437,1
438,0
439,2
440,2
441,2
442,1
443,1
444,0
445,2
446,2
447,1
448,1
449,1
450,3
451,0
452,0
453,1
454,1
455,0
456,0
457,2
458,2
459,2
460,2
461,1
462,1
463,1
464,2
465,2
466,1
467,0
468,0
469,0
470,2
471,0
472,1
473,1
474,1
475,1
476,0
477,1
478,2
479,1
480,1
481,1
482,1
483,1
484,0
485,1
486,3
487,0
488,2
489,2
490,1
491,1
492,1
493,2
494,2
495,0
496,2
497,0
498,1
499,3
500,0
501,1
502,1
503,3
504,1
505,1
506,1
507,3
508,2
509,3
510,1
511,2
512,2
513,1
514,2
515,1
516,0
517,1
518,2
519,2
520,1
521,0
522,1
523,0
524,1
525,3
526,1
527,2
528,0
529,0
530,1
531,2
532,2
533,1
534,3
535,3
536,1
537,1
538,2
539,0
540,1
541,1
542,1
543,3
544,0
545,1
546,3
547,2
548,1
549,2
550,2
551,2
552,2
553,2
554,0
555,1
556,2
557,0
558,1
559,2
560,0
561,1
562,1
563,0
564,1
565,1
566,1
567,0
568,1
569,0
570,0
571,3
572,1
573,2
574,0
575,1
576,1
577,0
578,0
579,1
580,1
581,2
582,1
583,1
584,2
585,0
586,1
587,1
588,1
589,1
590,1
591,1
592,2
593,0
594,1
595,1
596,1
597,2
598,1
599,1
600,1
601,1
602,2
603,0
604,1
605,1
606,2
607,2
608,0
609,1
610,0
611,1
612,1
613,1
614,1
615,1
616,0
617,3
618,1
619,0
620,2
621,2
622,1
623,1
624,0
625,2
626,2
627,2
628,1
629,2
630,1
631,1
632,1
633,2
634,2
635,1
636,1
637,2
638,2
639,2
640,1
641,1
642,1
643,2
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,0
652,1
653,1
654,2
655,0
656,0
657,1
658,2
659,2
660,1
661,1
662,2
663,2
664,1
665,1
666,2
667,2
668,1
669,2
670,1
671,2
672,0
673,0
674,0
675,2
676,2
677,1
678,1
679,1
680,0
681,2
682,1
683,0
684,2
685,1
686,1
687,2
688,0
689,0
690,1
691,1
692,1
693,2
694,0
695,0
696,2
697,2
698,3
699,1
700,1
701,1
702,3
703,0
704,1
705,2
706,2
707,2
708,1
709,0
710,2
711,2
712,1
713,1
714,1
715,1
716,1
717,2
718,1
719,1
720,3
721,1
722,2
723,1
724,2
725,1
726,0
727,1
728,1
729,1
730,0
731,2
732,2
733,2
734,2
735,1
736,1
737,2
738,0
739,1
740,2
741,1
742,2
743,2
744,1
745,1
746,0
747,2
748,1
749,1
750,1
751,1
752,3
753,2
754,0
755,1
756,1
757,2
758,2
759,1
760,0
761,1
762,0
763,1
764,0
765,0
766,2
767,0
768,1
769,1
770,1
771,2
772,1
773,3
774,2
775,0
776,2
777,0
778,2
779,1
780,0
781,2
782,2
783,2
784,2
785,2
786,3
787,1
788,1
789,0
790,1
791,2
792,1
793,2
794,2
795,2
796,2
797,0
798,1
799,2
800,2
801,1
802,1
803,0
804,0
805,1
806,1
807,1
808,1
809,1
810,0
811,1
812,1
813,2
814,2
815,2
816,2
817,1
818,0
819,1
820,2
821,2
822,0
823,2
824,3
825,2
826,2
827,2
828,2
829,2
830,2
831,1
832,0
833,2
834,3
835,2
836,1
837,1
838,2
839,2
840,2
841,0
842,1
843,1
844,2
845,1
846,1
847,1
848,1
849,0
850,2
851,2
852,3
853,2
854,1
855,3
856,1
857,0
858,2
859,3
860,3
861,2
862,1
863,0
864,0
865,2
866,1
867,1
868,0
869,1
870,2
871,0
872,0
873,1
874,1
875,1
876,1
877,1
878,2
879,0
880,1
881,1
882,0
883,2
884,3
885,1
886,2
887,1
888,1
889,1
890,2
891,1
892,0
893,1
894,2
895,0
896,1
897,3
898,2
899,0
900,2
901,1
902,1
903,0
904,0
905,2
906,1
907,2
908,2
909,1
910,1
911,2
912,0
913,0
914,2
915,1
916,2
917,0
918,1
919,2
920,2
921,2
922,1
923,2
924,2
925,1
926,1
927,0
928,0
929,1
930,2
931,2
932,1
933,1
934,1
935,1
936,2
937,3
938,0
939,1
940,1
941,0
942,1
943,2
944,1
945,1
946,1
947,1
948,2
949,0
950,3
951,1
952,0
953,2
954,2
955,0
956,1
957,2
958,2
959,1
960,2
961,1
962,1
963,2
